I
1000 Generated by WorldEditor

112 -27.56907053  152.99786955 -27.56911300  152.99802562 1
111 -27.56911300  152.99802562 1
111 -27.56914176  152.99810907 1
111 -27.56926926  152.99854387 1
111 -27.56932413  152.99873596 1
115 -27.56949119  152.99932077
120 Linear Feature 33
111 -27.57053248  153.00100325 1 101
116 -27.57058837  153.00088336 -27.57065798  153.00084409
120 Linear Feature 32
111 -27.57108974  153.00068864 1 101
112 -27.57134874  153.00081425 -27.57140179  153.00099937 1 101
115 -27.57144488  153.00114896
120 Linear Feature 31
111 -27.57048700  153.00083854 1 101
112 -27.57058837  153.00088336 -27.57065412  153.00086018 1 101
111 -27.57108974  153.00068864 1 101
112 -27.57122609  153.00037110 -27.57116310  153.00013923 1 101
115 -27.57112000  153.00001021
120 Linear Feature 30
111 -27.57577584  153.01288782 1
112 -27.57569442  153.01281464 -27.57567483  153.01274324 1
111 -27.57565106  153.01266763 1
111 -27.57527235  153.01135378 1
111 -27.57522577  153.01119217 1
111 -27.57456805  153.00891035 1
111 -27.57451459  153.00872487 1
111 -27.57376621  153.00612852 1
111 -27.57371645  153.00595590 1
111 -27.57309884  153.00381204 1
111 -27.57304031  153.00361017 1
111 -27.57237461  153.00127453 1
111 -27.57231769  153.00107706 1
111 -27.57155063  152.99844205 1
111 -27.57149070  152.99823413 1
111 -27.57106136  152.99674463 1
112 -27.57076479  152.99659512 -27.57053771  152.99667178 1
111 -27.56962335  152.99699323 1
112 -27.56947165  152.99727036 -27.56949736  152.99749296
111 -27.56947165  152.99727036
112 -27.56947165  152.99727036 -27.56949254  152.99735953 1
111 -27.56950926  152.99741138 1
111 -27.56955536  152.99757321 1 101
111 -27.57048700  153.00083854 1 101
111 -27.57053248  153.00100325 1 101
115 -27.57076287  153.00181198
120 Linear Feature 29
111 -27.57550561  153.01294261 1
116 -27.57565106  153.01266763 -27.57561576  153.01250336
120 Linear Feature 28
111 -27.57610104  153.01290917 1
112 -27.57620198  153.01293597 -27.57626311  153.01292320 1
115 -27.57649180  153.01288360
120 Linear Feature 27
111 -27.57653011  153.01313268 1
111 -27.57623236  153.01318121 1
112 -27.57614180  153.01309308 -27.57613161  153.01300240 1
111 -27.57613161  153.01300240 1
112 -27.57610104  153.01290917 -27.57607726  153.01287851 1
112 -27.57597651  153.01284914 -27.57591537  153.01285808 1
111 -27.57587952  153.01286541 1
111 -27.57577584  153.01288782 1
111 -27.57550561  153.01294261 1
111 -27.57499002  153.01305164 1
111 -27.57472632  153.01311114 1
111 -27.57455507  153.01315350 1
112 -27.57416178  153.01300711 -27.57402421  153.01279768 1
111 -27.57396619  153.01269297 1
112 -27.57386135  153.01247812 -27.57385014  153.01239664 1
111 -27.57369577  153.01144797 1
116 -27.57379211  153.01127812 -27.57390419  153.01125283
120 Linear Feature 26
111 -27.57685016  153.01271488 1
112 -27.57675948  153.01259751 -27.57667864  153.01261099 1
111 -27.57667376  153.01261183 1
111 -27.57617608  153.01270325 1
112 -27.57603303  153.01276257 -27.57597659  153.01280357 1
111 -27.57592120  153.01284238 1
116 -27.57587952  153.01286541 -27.57586761  153.01286925
120 Linear Feature 25
111 -27.57679356  153.01252402 1
112 -27.57691800  153.01250216 -27.57697669  153.01253766 1
111 -27.57698519  153.01261155 1
115 -27.57699455  153.01267296
120 Linear Feature 22
111 -27.57685344  153.01224993 1
116 -27.57689204  153.01218567 -27.57693562  153.01217781
120 Linear Feature 24
111 -27.57703199  153.01216153 1
116 -27.57705407  153.01211631 -27.57705407  153.01209009
120 Linear Feature 23
111 -27.57709772  153.01215090 1
112 -27.57705407  153.01211631 -27.57705058  153.01208616 1
115 -27.57705058  153.01208616
120 Linear Feature 21
111 -27.57683931  153.01215447 1
112 -27.57689204  153.01218567 -27.57692790  153.01218012 1
111 -27.57703199  153.01216153 1
111 -27.57709772  153.01215090 1
111 -27.57718188  153.01213728 1
116 -27.57720279  153.01207960 -27.57719814  153.01203897
120 Linear Feature 20
111 -27.57670549  153.01125004 1
116 -27.57675629  153.01130404 -27.57678862  153.01130116
120 Linear Feature 19
111 -27.57672116  153.01135594 1
112 -27.57675629  153.01130404 -27.57678266  153.01130020 1
115 -27.57679457  153.01129828
120 Linear Feature 18
111 -27.57673249  153.01143254 1
116 -27.57678181  153.01147005 -27.57680903  153.01146429
120 Linear Feature 17
111 -27.57674472  153.01151515 1
112 -27.57678181  153.01147005 -27.57680988  153.01146525 1
115 -27.57681924  153.01146333
120 Linear Feature 15
111 -27.57676133  153.01162746 1
116 -27.57681583  153.01167540 -27.57684305  153.01167156
120 Linear Feature 14
111 -27.57677848  153.01174338 1
112 -27.57681583  153.01167540 -27.57684560  153.01166772 1
115 -27.57684560  153.01166772
120 Linear Feature 13
111 -27.57678843  153.01181060 1
116 -27.57683455  153.01184141 -27.57685921  153.01183661
120 Linear Feature 7
111 -27.57640123  153.00931135 3
111 -27.57643622  153.00933458 3
111 -27.57648768  153.00972819 3
112 -27.57651341  153.00975373 -27.57652885  153.00975141 3
115 -27.57653849  153.00975279
120 Linear Feature 6
111 -27.57576270  153.00856136 1
112 -27.57582533  153.00847000 -27.57589592  153.00845465 1
115 -27.57595206  153.00844409
120 Linear Feature 5
111 -27.57571058  153.00838346 1
112 -27.57577087  153.00829648 -27.57583266  153.00828278 1
115 -27.57596205  153.00825656
120 Linear Feature 4
111 -27.57598124  153.00795513 1
112 -27.57599842  153.00790651 -27.57599350  153.00788113 1
111 -27.57596052  153.00766253 1
112 -27.57598885  153.00761324 -27.57602054  153.00760782 1
115 -27.57602054  153.00760782
120 Linear Feature 3
111 -27.57633092  153.00809288 1
111 -27.57630350  153.00791285 1
116 -27.57627091  153.00788983 -27.57624982  153.00789062
120 Linear Feature 11
111 -27.57646843  153.00983026 1
116 -27.57648900  153.00979377 -27.57651137  153.00978944
120 Linear Feature 11
111 -27.57650543  153.01004224 1
116 -27.57652606  153.01000645 -27.57654843  153.01000213
120 Linear Feature 11
111 -27.57654434  153.01026516 1
116 -27.57656356  153.01022810 -27.57658593  153.01022377
120 Linear Feature 10
111 -27.57645635  153.00976105 1
112 -27.57648900  153.00979377 -27.57651137  153.00978944 1
115 -27.57654332  153.00978440
120 Linear Feature 10
111 -27.57649561  153.00998593 1
112 -27.57652606  153.01000645 -27.57654843  153.01000213 1
115 -27.57662128  153.00998915
120 Linear Feature 10
111 -27.57653409  153.01020643 1
112 -27.57656356  153.01022810 -27.57658593  153.01022377 1
115 -27.57660574  153.01022161
120 Linear Feature 9
111 -27.57657893  153.01046333 1
116 -27.57661619  153.01049437 -27.57664220  153.01048882
120 Linear Feature 8
111 -27.57659480  153.01055428 1
112 -27.57661619  153.01049437 -27.57664360  153.01048723 1
115 -27.57668930  153.01047771
120 Linear Feature 12
111 -27.57680137  153.01189802 1
112 -27.57683455  153.01184141 -27.57686347  153.01183661 1
115 -27.57686347  153.01183661
120 Linear Feature 2
111 -27.57652462  153.00805429 1
111 -27.57650637  153.00792224 1
112 -27.57647701  153.00787926 -27.57645320  153.00786091 1
112 -27.57638296  153.00786628 -27.57633971  153.00787658 1
111 -27.57627091  153.00788983 1
111 -27.57604224  153.00793874 1
112 -27.57598124  153.00795513 -27.57595800  153.00796365 1
111 -27.57569547  153.00805772 1
112 -27.57565016  153.00816193 -27.57566817  153.00823862 1
111 -27.57571058  153.00838346 1
111 -27.57576270  153.00856136 1
111 -27.57600295  153.00932898 1
112 -27.57610270  153.00941011 -27.57617693  153.00939440 1
111 -27.57631998  153.00936213 1
112 -27.57640753  153.00942821 -27.57641914  153.00951407 1
111 -27.57645635  153.00976105 1
111 -27.57646843  153.00983026 1
111 -27.57649561  153.00998593 1
111 -27.57650543  153.01004224 1
111 -27.57653409  153.01020643 1
111 -27.57654434  153.01026516 1
111 -27.57657893  153.01046333 1
111 -27.57659480  153.01055428 1
111 -27.57665204  153.01088219 1
111 -27.57667524  153.01104184 1
111 -27.57670549  153.01125004 1
111 -27.57672116  153.01135594 1
111 -27.57673249  153.01143254 1
111 -27.57674472  153.01151515 1
111 -27.57676133  153.01162746 1
111 -27.57677848  153.01174338 1
111 -27.57678843  153.01181060 1
111 -27.57680137  153.01189802 1
111 -27.57683931  153.01215447 1
111 -27.57685344  153.01224993 1
112 -27.57679356  153.01252402 -27.57671759  153.01260410 1
115 -27.57667376  153.01261183
120 Linear Feature 1
111 -27.57663294  153.00781484 1
111 -27.57653750  153.00787606 1
112 -27.57651131  153.00788028 -27.57649447  153.00788239 1
115 -27.57647780  153.00787971
120 Linear Feature 180
111 -27.57327977  153.01258616 1
116 -27.57341034  153.01269041 -27.57349939  153.01267650
120 Linear Feature 179
111 -27.57298427  153.01144029 1
116 -27.57311597  153.01155903 -27.57315000  153.01166842
120 Linear Feature 178
111 -27.57321203  153.01277327 1
112 -27.57327977  153.01258616 -27.57326125  153.01248166 1
111 -27.57311597  153.01155903 1
116 -27.57320627  153.01139615 -27.57329303  153.01135681
120 Linear Feature 173
111 -27.57330164  153.01317609 3
115 -27.57331976  153.01329487
120 Linear Feature 172
111 -27.57326768  153.01290149 3
115 -27.57329712  153.01306114
120 Linear Feature 171
111 -27.57333108  153.01289000 3
111 -27.57294999  153.01296425 3
115 -27.57295913  153.01302538
120 Linear Feature 170
111 -27.57396513  153.01269366 1
112 -27.57380239  153.01261547 -27.57371801  153.01263417 1
111 -27.57369239  153.01263586 1
111 -27.57346461  153.01267991 1
111 -27.57341034  153.01269041 1
111 -27.57333781  153.01270443 1
112 -27.57326932  153.01273393 -27.57324566  153.01275220 1
111 -27.57321203  153.01277327 1
112 -27.57317467  153.01278732 -27.57316097  153.01278873 1
115 -27.57278879  153.01285935
120 Linear Feature 123
111 -27.57321965  153.01093448 3
116 -27.57328608  153.01082908 -27.57326138  153.01074200
120 Linear Feature 176
111 -27.57266399  153.01228366 1
111 -27.57278286  153.01225880 1
111 -27.57290043  153.01223420 1
111 -27.57301465  153.01221031 1
111 -27.57313022  153.01218613 1
111 -27.57314978  153.01230804 1
111 -27.57303437  153.01233190 1
111 -27.57292150  153.01235523 1
111 -27.57280157  153.01238002 1
113 -27.57268355  153.01240441 1
120 Linear Feature 177
111 -27.57301465  153.01221031 1
115 -27.57303437  153.01233190
120 Linear Feature 177
111 -27.57290043  153.01223420 1
115 -27.57292150  153.01235523
120 Linear Feature 177
111 -27.57278286  153.01225880 1
115 -27.57280157  153.01238002
120 Linear Feature 177
111 -27.57283463  153.01258971 1
115 -27.57285136  153.01269877
120 Linear Feature 177
111 -27.57295099  153.01256619 1
115 -27.57297010  153.01267909
120 Linear Feature 177
111 -27.57306783  153.01254257 1
115 -27.57308687  153.01265651
120 Linear Feature 175
111 -27.57273490  153.01272457 1
111 -27.57285136  153.01270205 1
111 -27.57297010  153.01267909 1
111 -27.57308687  153.01265651 1
111 -27.57319765  153.01263509 1
111 -27.57317979  153.01251994 1
111 -27.57306783  153.01254257 1
111 -27.57295099  153.01256619 1
111 -27.57283463  153.01258971 1
115 -27.57270965  153.01261498
120 Linear Feature 174
111 -27.57282731  153.01298818 3
111 -27.57273490  153.01272457 3
115 -27.57270965  153.01261498
120 Linear Feature 165
111 -27.57310833  153.00394445 2
115 -27.57315008  153.00393049
120 Linear Feature 164
111 -27.57297386  153.00348341 2
115 -27.57302367  153.00346553
120 Linear Feature 163
111 -27.57237868  153.00140754 2
115 -27.57243426  153.00138781
120 Linear Feature 162
111 -27.57225328  153.00095369 2
115 -27.57230945  153.00093515
120 Linear Feature 161
111 -27.57156118  152.99857736 2
115 -27.57161550  152.99855861
120 Linear Feature 166
111 -27.57364919  153.00582475 2
115 -27.57369129  153.00581103
120 Linear Feature 169
111 -27.57419317  153.01320579 3
111 -27.57403571  153.01303188 3
111 -27.57385967  153.01274254 3
115 -27.57381048  153.01275028
120 Linear Feature 168
111 -27.57445970  153.00862850 2
115 -27.57450628  153.00860841
120 Linear Feature 167
111 -27.57378421  153.00627606 2
115 -27.57382725  153.00626128
120 Linear Feature 4
111 -27.57527476  153.01296224 2
115 -27.57528575  153.01301907
120 Linear Feature 3
111 -27.57549767  153.01291514 2
115 -27.57550986  153.01297891
120 Linear Feature 2
111 -27.57578233  153.01285855 2
115 -27.57579368  153.01291663
120 Linear Feature 6
111 -27.57400585  153.01281801 2
115 -27.57405010  153.01278170
120 Linear Feature 5
111 -27.57442291  153.01312512 2
115 -27.57441352  153.01319169
20 -27.57231525  153.00754436 107.6000 0 2 {@L}B{@Y}{^lu}E
20 -27.57156771  153.01156593 217.0200 0 2 {@L}H{@Y}E{^ru}
20 -27.57555889  153.01309724 190.0100 0 2 {@L}A6{@Y}A{^r}
20 -27.57483622  153.00886449 197.2200 0 2 {@L}A1{@R}28L
20 -27.57475836  153.00858033 16.2900 0 2 {@L}A1{@Y}{^l}A{^r}
20 -27.57398575  153.00611261 197.2200 0 2 {@L}A2{@R}28L-10R
20 -27.57390790  153.00582845 16.2900 0 2 {@L}A2{@Y}{^l}A{^r}
20 -27.57331674  153.00377226 197.2200 0 2 {@L}A3{@R}28L-10R
20 -27.57323889  153.00348810 16.2900 0 2 {@L}A3{@Y}{^l}A{^r}
20 -27.57259326  153.00123348 197.2200 0 2 {@L}A4{@R}28L-10R
20 -27.57251540  153.00094933 16.2900 0 2 {@L}A4{@Y}{^l}A{^r}
20 -27.57169960  152.99811712 21.9600 0 2 {@L}A5{@Y}{^l}A{^r}
20 -27.57178006  152.99839850 197.1000 0 2 {@L}A5{@R}10R
20 -27.56987527  152.99720782 18.5500 0 2 {@L}B5{@Y}{^l}A6|{@Y}B{^r}
20 -27.56995842  152.99749072 197.2600 0 2 {@L}B5{@R}10L
20 -27.56968622  152.99769156 287.3500 0 2 {@L}B{@Y}{^l}B5
20 -27.57079325  153.00142242 286.4400 0 2 {@L}B{@Y}{^l}B4
20 -27.57054222  153.00151883 108.0000 0 2 {@L}B{@R}04L
20 -27.57110826  153.00252699 287.0000 0 2 {@L}B{@R}04L
20 -27.57129571  153.00413066 108.2500 0 2 {@L}B{@R}04R
20 -27.57187977  153.00522165 286.2200 0 2 {@Y}{^l}B3{@L}B{@R}04R
20 -27.57250753  153.00746351 286.7900 0 2 {@L}B{@Y}{^l}B2
20 -27.57086488  153.00062390 16.9400 0 2 {@L}B4{@Y}{^l}B{^r}
20 -27.57094668  153.00091285 196.9400 0 2 {@L}B4{@R}28R-10L
20 -27.57199486  153.00456357 16.9400 0 2 {@L}B3{@Y}{^l}B{^r}
20 -27.57271401  153.00706303 16.9400 0 2 {@L}B2{@Y}{^l}B{^r}
20 -27.57207666  153.00485252 196.9400 0 2 {@L}B3{@R}28R-10L
20 -27.57279581  153.00735198 196.9400 0 2 {@L}B2{@R}28R-10L
20 -27.57254173  153.00850657 235.3600 0 2 {@L}E{@Y}{^ld}B{^ru}
20 -27.57385040  153.01109281 194.3900 0 2 {@L}B1{@R}28R{@L}{@@}B1
20 -27.57401242  153.01166180 194.3900 0 2 {@L}B1{@R}28R{@L}{@@}B1
20 -27.57352136  153.01105620 206.2500 0 2 {@Y}B1{^r}
14 -27.57614479  153.00418652 131.23 0 New Tower Viewpoint 12
1300 -27.57113176  153.01202985 233.66 gate jets|turboprops|props|helos Terminal
1300 -27.57268299  153.01199004 279.55 misc turboprops|props|helos Central Parking 1
1300 -27.57335869  153.01211721 189.20 misc turboprops|props|helos Central Parking 2
1300 -27.57651113  153.00959101  54.01 hangar turboprops|props|helos South Hangers
1300 -27.56895288  152.99800908 233.67 hangar turboprops|props|helos West Hangers
1300 -27.57227346  153.01077853 100.37 tie_down props|helos Central Tie Down Area
1300 -27.56714288  153.01341134 187.77 tie_down props|helos North Tie Down Area
1300 -27.57078804  153.00862300  99.09 misc helos Central Helipad
1300 -27.56582157  153.01380304 142.48 misc helos North Helipad
1300 -27.57117626  153.01027035  97.68 tie_down helos HelipTie Down Area
1300 -27.56938137  153.00136959 108.32 misc helos EMQ Helipad
18 -27.57275305  153.01026057 1 New Airport Beacon 1
19 -27.56974861  152.99923133 1 New Windsock 4
19 -27.56606223  153.00762072 0 New Windsock 4
19 -27.57129125  153.00809299 1 New Windsock 4
50 12090 YBAF ATIS
51 11810 ACHERFIELD MULT
51 12510 ACTIVATE LIGHTS ONLY MULT
53 11990 ARCHER GND
54 11810 ARCHER TWR
54 12360 ARCHER TWR
55 12560 BRISBANE APP
99
